client_id,age,account_age_months,employment_type,segment
CLI_03169,66,29,Business Owner,Mass
CLI_03170,29,78,Salaried,Mass
CLI_03171,58,90,Gig-worker,Mass
CLI_03172,64,51,Gig-worker,Mass
CLI_03173,35,69,Salaried,Mass
CLI_03174,38,119,Gig-worker,Mass
CLI_03175,30,95,Salaried,Mass-Affluent
CLI_03176,38,89,Salaried,Mass-Affluent
CLI_03177,25,31,Salaried,Mass
CLI_03178,63,50,Salaried,Mass-Affluent
CLI_03179,57,20,Self-employed,Premium
CLI_03180,63,108,Salaried,Mass-Affluent
CLI_03181,24,55,Gig-worker,Mass
CLI_03182,40,81,Self-employed,Mass
CLI_03183,61,109,Gig-worker,Premium
CLI_03184,49,2,Unemployed,Mass
CLI_03185,28,25,Self-employed,Mass
CLI_03186,39,13,Self-employed,Mass
CLI_03187,39,103,Salaried,Mass-Affluent
CLI_03188,60,92,Self-employed,Mass-Affluent
CLI_03189,42,106,Self-employed,Mass
CLI_03190,39,119,Salaried,Mass
CLI_03191,45,70,Salaried,Private
CLI_03192,46,67,Salaried,Mass
CLI_03193,30,58,Self-employed,Mass
CLI_03194,35,99,Gig-worker,Mass
CLI_03195,19,82,Self-employed,Mass-Affluent
CLI_03196,46,75,Salaried,Mass-Affluent
CLI_03197,38,118,Self-employed,Premium
CLI_03198,32,84,Salaried,Mass
CLI_03199,69,64,Salaried,Mass
CLI_03200,44,69,Gig-worker,Mass
CLI_03201,67,83,Salaried,Premium
CLI_03202,48,86,Salaried,Mass
CLI_03203,32,59,Salaried,Mass
CLI_03204,68,60,Gig-worker,Mass-Affluent
CLI_03205,40,83,Unemployed,Mass
CLI_03206,41,111,Self-employed,Mass
CLI_03207,61,62,Gig-worker,Premium
CLI_03208,30,16,Salaried,Mass
CLI_03209,39,88,Gig-worker,Mass
CLI_03210,60,105,Self-employed,Mass
CLI_03211,54,68,Salaried,Mass
CLI_03212,50,15,Salaried,Mass
CLI_03213,73,89,Salaried,Mass-Affluent
CLI_03214,20,108,Self-employed,Mass
CLI_03215,71,55,Salaried,Premium
CLI_03216,36,35,Self-employed,Mass
CLI_03217,40,55,Salaried,Mass
CLI_03218,46,14,Salaried,Mass
CLI_03219,47,49,Gig-worker,Mass-Affluent
CLI_03220,56,83,Gig-worker,Mass
CLI_03221,61,102,Salaried,Mass-Affluent
CLI_03222,64,100,Salaried,Mass-Affluent
CLI_03223,42,7,Salaried,Premium
CLI_03224,54,30,Salaried,Mass-Affluent
CLI_03225,64,83,Salaried,Mass
CLI_03226,25,49,Business Owner,Mass-Affluent
CLI_03227,59,89,Gig-worker,Premium
CLI_03228,33,16,Gig-worker,Private
CLI_03229,25,111,Salaried,Mass
CLI_03230,18,118,Salaried,Mass-Affluent
CLI_03231,61,104,Salaried,Mass
CLI_03232,22,51,Gig-worker,Mass
CLI_03233,20,72,Gig-worker,Mass-Affluent
CLI_03234,18,82,Salaried,Private
CLI_03235,21,92,Self-employed,Mass
CLI_03236,57,80,Gig-worker,Premium
CLI_03237,52,116,Salaried,Mass
CLI_03238,49,83,Salaried,Mass
CLI_03239,59,42,Gig-worker,Mass
CLI_03240,51,17,Self-employed,Mass
CLI_03241,60,63,Salaried,Premium
CLI_03242,42,45,Salaried,Mass
CLI_03243,27,77,Gig-worker,Mass
CLI_03244,38,7,Salaried,Mass
CLI_03245,63,27,Self-employed,Mass
CLI_03246,56,10,Gig-worker,Premium
CLI_03247,44,34,Salaried,Mass
CLI_03248,44,36,Salaried,Mass
CLI_03249,19,25,Gig-worker,Mass-Affluent
CLI_03250,58,6,Salaried,Mass
CLI_03251,65,24,Salaried,Mass-Affluent
CLI_03252,30,18,Self-employed,Mass
CLI_03253,26,87,Salaried,Mass
CLI_03254,69,6,Gig-worker,Private
CLI_03255,53,29,Salaried,Mass-Affluent
CLI_03256,39,25,Gig-worker,Mass
CLI_03257,59,55,Salaried,Mass-Affluent
CLI_03258,43,81,Business Owner,Premium
CLI_03259,71,46,Self-employed,Mass
CLI_03260,29,24,Salaried,Mass
CLI_03261,34,75,Gig-worker,Mass
CLI_03262,31,26,Salaried,Mass
CLI_03263,31,115,Gig-worker,Mass
CLI_03264,74,98,Self-employed,Premium
CLI_03265,51,28,Gig-worker,Mass
CLI_03266,70,3,Salaried,Mass-Affluent
CLI_03267,74,75,Self-employed,Mass
CLI_03268,37,38,Salaried,Mass
CLI_03269,28,61,Self-employed,Mass-Affluent
CLI_03270,33,78,Self-employed,Mass
CLI_03271,68,51,Salaried,Mass
CLI_03272,48,90,Salaried,Mass
CLI_03273,72,48,Self-employed,Mass-Affluent
CLI_03274,23,21,Self-employed,Mass
CLI_03275,73,54,Salaried,Mass
CLI_03276,36,56,Salaried,Private
CLI_03277,54,103,Gig-worker,Private
CLI_03278,21,94,Salaried,Mass
CLI_03279,64,59,Salaried,Mass
CLI_03280,21,72,Salaried,Mass-Affluent
CLI_03281,37,51,Salaried,Mass-Affluent
CLI_03282,27,20,Gig-worker,Mass
CLI_03283,41,112,Business Owner,Mass
CLI_03284,71,96,Self-employed,Mass-Affluent
CLI_03285,52,86,Salaried,Premium
CLI_03286,43,59,Gig-worker,Mass-Affluent
CLI_03287,54,71,Gig-worker,Mass
CLI_03288,55,9,Salaried,Mass
CLI_03289,38,109,Unemployed,Mass-Affluent
CLI_03290,71,1,Gig-worker,Mass
CLI_03291,57,29,Business Owner,Mass
CLI_03292,56,63,Gig-worker,Mass
CLI_03293,38,72,Gig-worker,Mass
CLI_03294,27,56,Salaried,Mass
CLI_03295,55,118,Gig-worker,Mass-Affluent
CLI_03296,63,68,Salaried,Mass-Affluent
CLI_03297,21,35,Self-employed,Premium
CLI_03298,74,3,Self-employed,Mass-Affluent
CLI_03299,62,118,Self-employed,Mass
CLI_03300,37,109,Self-employed,Mass
CLI_03301,34,104,Self-employed,Mass
CLI_03302,72,7,Salaried,Mass
CLI_03303,24,27,Gig-worker,Premium
CLI_03304,21,1,Self-employed,Mass
CLI_03305,46,91,Gig-worker,Mass
CLI_03306,31,80,Self-employed,Mass
CLI_03307,20,102,Salaried,Mass
CLI_03308,41,71,Salaried,Mass-Affluent
CLI_03309,54,44,Unemployed,Mass
CLI_03310,33,87,Gig-worker,Mass
CLI_03311,72,41,Salaried,Mass
CLI_03312,69,75,Self-employed,Premium
CLI_03313,21,42,Unemployed,Mass
CLI_03314,73,117,Salaried,Mass
CLI_03315,41,33,Self-employed,Mass
CLI_03316,51,50,Unemployed,Mass
CLI_03317,47,63,Unemployed,Mass
CLI_03318,35,100,Unemployed,Mass-Affluent
CLI_03319,36,37,Gig-worker,Mass-Affluent
CLI_03320,48,105,Salaried,Mass-Affluent
CLI_03321,36,59,Salaried,Mass
CLI_03322,66,81,Salaried,Mass
CLI_03323,63,99,Gig-worker,Mass
CLI_03324,36,48,Salaried,Mass
CLI_03325,39,5,Salaried,Mass
CLI_03326,41,48,Salaried,Mass
CLI_03327,62,96,Salaried,Mass-Affluent
CLI_03328,29,3,Self-employed,Mass-Affluent
CLI_03329,47,116,Salaried,Premium
CLI_03330,55,47,Gig-worker,Mass-Affluent
CLI_03331,70,62,Gig-worker,Mass
CLI_03332,48,99,Salaried,Mass
CLI_03333,53,116,Unemployed,Mass
CLI_03334,36,14,Gig-worker,Mass
CLI_03335,65,63,Salaried,Mass
CLI_03336,62,112,Salaried,Mass
CLI_03337,53,61,Salaried,Mass
CLI_03338,47,31,Salaried,Mass-Affluent
CLI_03339,72,95,Salaried,Mass-Affluent
CLI_03340,66,17,Gig-worker,Mass
CLI_03341,72,24,Unemployed,Mass
CLI_03342,50,116,Self-employed,Mass
CLI_03343,35,23,Salaried,Mass-Affluent
CLI_03344,69,82,Salaried,Mass
CLI_03345,66,50,Gig-worker,Mass-Affluent
CLI_03346,45,118,Salaried,Mass
CLI_03347,64,78,Salaried,Mass
CLI_03348,28,114,Self-employed,Mass
CLI_03349,74,79,Salaried,Mass
CLI_03350,71,79,Self-employed,Mass
CLI_03351,62,70,Salaried,Mass-Affluent
CLI_03352,50,27,Business Owner,Mass
CLI_03353,34,15,Gig-worker,Mass
CLI_03354,23,50,Self-employed,Premium
CLI_03355,21,36,Salaried,Mass
CLI_03356,37,119,Unemployed,Mass
CLI_03357,65,8,Self-employed,Mass
CLI_03358,64,79,Self-employed,Mass-Affluent
CLI_03359,44,3,Gig-worker,Mass-Affluent
CLI_03360,32,62,Self-employed,Mass
CLI_03361,23,47,Salaried,Private
CLI_03362,64,77,Gig-worker,Mass-Affluent
CLI_03363,31,105,Self-employed,Mass
CLI_03364,28,98,Salaried,Mass-Affluent
CLI_03365,56,88,Salaried,Mass
CLI_03366,26,104,Gig-worker,Mass-Affluent
CLI_03367,43,96,Self-employed,Mass
CLI_03368,33,61,Salaried,Mass-Affluent
CLI_03369,22,32,Salaried,Mass
CLI_03370,74,94,Salaried,Premium
CLI_03371,69,116,Self-employed,Mass
CLI_03372,27,113,Salaried,Mass-Affluent
CLI_03373,67,13,Self-employed,Mass
CLI_03374,20,1,Salaried,Premium
CLI_03375,30,34,Self-employed,Mass-Affluent
CLI_03376,60,62,Business Owner,Mass
CLI_03377,66,79,Salaried,Premium
CLI_03378,47,108,Salaried,Mass
CLI_03379,71,78,Self-employed,Mass-Affluent
CLI_03380,62,93,Salaried,Mass-Affluent
CLI_03381,23,98,Salaried,Mass
CLI_03382,34,82,Self-employed,Private
CLI_03383,62,118,Business Owner,Mass
CLI_03384,68,71,Gig-worker,Mass
CLI_03385,70,93,Salaried,Premium
CLI_03386,36,119,Salaried,Mass-Affluent
CLI_03387,59,31,Salaried,Mass
CLI_03388,52,64,Self-employed,Mass
CLI_03389,63,25,Self-employed,Mass-Affluent
CLI_03390,43,38,Unemployed,Mass
CLI_03391,68,14,Salaried,Premium
CLI_03392,22,8,Gig-worker,Mass-Affluent
CLI_03393,46,91,Salaried,Mass
CLI_03394,54,54,Salaried,Mass
CLI_03395,37,2,Self-employed,Mass
CLI_03396,66,81,Salaried,Mass
CLI_03397,38,101,Gig-worker,Mass-Affluent
CLI_03398,27,78,Self-employed,Private
CLI_03399,22,89,Business Owner,Mass
CLI_03400,53,56,Self-employed,Mass
CLI_03401,23,94,Self-employed,Mass
CLI_03402,43,93,Gig-worker,Mass-Affluent
CLI_03403,21,84,Salaried,Mass-Affluent
CLI_03404,56,85,Gig-worker,Mass-Affluent
CLI_03405,56,61,Gig-worker,Mass
CLI_03406,67,117,Self-employed,Premium
CLI_03407,52,22,Gig-worker,Mass
CLI_03408,18,35,Salaried,Mass-Affluent
CLI_03409,41,101,Salaried,Mass-Affluent
CLI_03410,74,16,Salaried,Mass-Affluent
CLI_03411,53,50,Self-employed,Mass
CLI_03412,23,113,Gig-worker,Mass-Affluent
CLI_03413,58,43,Self-employed,Mass
CLI_03414,71,17,Salaried,Mass-Affluent
CLI_03415,63,80,Salaried,Mass
CLI_03416,61,58,Self-employed,Mass
CLI_03417,74,119,Self-employed,Mass
CLI_03418,48,2,Gig-worker,Mass-Affluent
CLI_03419,37,4,Gig-worker,Mass
CLI_03420,41,85,Salaried,Mass-Affluent
CLI_03421,42,39,Self-employed,Mass-Affluent
CLI_03422,53,98,Self-employed,Mass-Affluent
CLI_03423,38,94,Self-employed,Mass
CLI_03424,47,6,Gig-worker,Mass-Affluent
CLI_03425,41,81,Gig-worker,Mass
CLI_03426,61,103,Gig-worker,Mass
CLI_03427,59,89,Self-employed,Mass
CLI_03428,47,69,Gig-worker,Mass
CLI_03429,39,69,Gig-worker,Mass
CLI_03430,45,20,Salaried,Mass
CLI_03431,24,64,Business Owner,Mass
CLI_03432,52,16,Self-employed,Mass
CLI_03433,72,51,Salaried,Mass
CLI_03434,45,105,Gig-worker,Mass
CLI_03435,31,37,Salaried,Premium
CLI_03436,73,104,Salaried,Mass
CLI_03437,27,73,Salaried,Mass
CLI_03438,33,69,Self-employed,Mass
CLI_03439,33,42,Unemployed,Mass
CLI_03440,71,57,Gig-worker,Mass
CLI_03441,48,66,Gig-worker,Mass
CLI_03442,59,9,Gig-worker,Private
CLI_03443,42,107,Salaried,Mass-Affluent
CLI_03444,30,100,Salaried,Mass-Affluent
CLI_03445,23,86,Self-employed,Private
CLI_03446,61,64,Unemployed,Premium
CLI_03447,26,86,Gig-worker,Mass-Affluent
CLI_03448,62,22,Self-employed,Mass-Affluent
CLI_03449,53,34,Unemployed,Mass
CLI_03450,73,55,Salaried,Mass
CLI_03451,60,29,Self-employed,Mass
CLI_03452,37,38,Gig-worker,Mass
CLI_03453,35,110,Gig-worker,Private
CLI_03454,60,97,Salaried,Mass
CLI_03455,74,18,Self-employed,Mass-Affluent
CLI_03456,38,71,Self-employed,Mass
CLI_03457,21,65,Salaried,Mass
CLI_03458,67,97,Gig-worker,Mass
CLI_03459,50,1,Salaried,Mass
CLI_03460,44,88,Unemployed,Mass
CLI_03461,24,4,Gig-worker,Mass
CLI_03462,23,4,Self-employed,Mass
CLI_03463,32,82,Salaried,Mass
CLI_03464,35,27,Salaried,Mass-Affluent
CLI_03465,49,43,Salaried,Mass
CLI_03466,73,59,Salaried,Mass
CLI_03467,28,32,Salaried,Mass
CLI_03468,37,33,Gig-worker,Mass
CLI_03469,41,28,Salaried,Mass
CLI_03470,32,106,Gig-worker,Mass
CLI_03471,65,105,Salaried,Mass
CLI_03472,24,55,Gig-worker,Premium
CLI_03473,38,100,Self-employed,Mass
CLI_03474,59,60,Gig-worker,Mass
CLI_03475,43,70,Business Owner,Mass
CLI_03476,61,62,Salaried,Mass
CLI_03477,73,80,Gig-worker,Mass
CLI_03478,31,34,Gig-worker,Mass-Affluent
CLI_03479,74,87,Gig-worker,Mass-Affluent
CLI_03480,54,114,Self-employed,Mass
CLI_03481,38,106,Gig-worker,Premium
CLI_03482,35,88,Gig-worker,Mass
CLI_03483,22,56,Gig-worker,Mass-Affluent
CLI_03484,20,113,Business Owner,Mass-Affluent
CLI_03485,40,13,Unemployed,Mass-Affluent
CLI_03486,43,56,Salaried,Mass
CLI_03487,54,18,Salaried,Mass
CLI_03488,41,54,Self-employed,Mass
CLI_03489,66,77,Business Owner,Mass
CLI_03490,36,113,Salaried,Mass
CLI_03491,68,101,Salaried,Mass
CLI_03492,42,43,Unemployed,Mass
CLI_03493,38,39,Self-employed,Mass-Affluent
CLI_03494,29,61,Salaried,Mass
CLI_03495,74,42,Gig-worker,Mass-Affluent
CLI_03496,58,81,Unemployed,Mass
CLI_03497,50,79,Self-employed,Premium
CLI_03498,67,18,Self-employed,Mass
CLI_03499,70,23,Self-employed,Mass
CLI_03500,21,54,Salaried,Premium
CLI_03501,59,115,Self-employed,Mass
CLI_03502,74,30,Salaried,Mass
CLI_03503,24,98,Unemployed,Mass
CLI_03504,39,58,Salaried,Mass
CLI_03505,72,68,Unemployed,Mass
CLI_03506,50,67,Salaried,Mass
CLI_03507,34,71,Gig-worker,Premium
CLI_03508,41,18,Salaried,Mass-Affluent
CLI_03509,51,106,Self-employed,Mass
CLI_03510,45,7,Self-employed,Mass-Affluent
CLI_03511,60,40,Self-employed,Mass
CLI_03512,58,70,Gig-worker,Mass
CLI_03513,56,86,Salaried,Mass
CLI_03514,39,65,Unemployed,Mass-Affluent
CLI_03515,66,68,Self-employed,Mass
CLI_03516,34,110,Self-employed,Mass-Affluent
CLI_03517,51,49,Self-employed,Mass
CLI_03518,23,52,Self-employed,Private
CLI_03519,63,114,Gig-worker,Mass-Affluent
CLI_03520,23,107,Self-employed,Mass
CLI_03521,51,29,Gig-worker,Mass-Affluent
CLI_03522,18,21,Unemployed,Mass
CLI_03523,27,90,Self-employed,Mass
CLI_03524,38,78,Salaried,Mass
CLI_03525,22,9,Salaried,Mass
CLI_03526,19,47,Salaried,Mass-Affluent
CLI_03527,39,76,Salaried,Mass
CLI_03528,65,42,Gig-worker,Mass
CLI_03529,74,51,Unemployed,Mass
CLI_03530,19,56,Salaried,Mass
CLI_03531,27,51,Gig-worker,Mass
CLI_03532,51,70,Unemployed,Mass-Affluent
CLI_03533,33,20,Self-employed,Private
CLI_03534,65,88,Gig-worker,Mass
CLI_03535,68,27,Self-employed,Mass
CLI_03536,56,38,Gig-worker,Mass
CLI_03537,39,72,Salaried,Mass-Affluent
CLI_03538,29,65,Salaried,Mass
CLI_03539,41,54,Salaried,Mass
CLI_03540,64,113,Salaried,Mass-Affluent
CLI_03541,57,113,Unemployed,Mass
CLI_03542,55,24,Self-employed,Mass
CLI_03543,27,47,Gig-worker,Mass-Affluent
CLI_03544,52,71,Gig-worker,Mass
CLI_03545,68,83,Salaried,Mass
CLI_03546,66,86,Self-employed,Mass
CLI_03547,49,63,Self-employed,Mass
CLI_03548,24,57,Salaried,Mass
CLI_03549,38,55,Salaried,Premium
CLI_03550,37,60,Gig-worker,Mass
CLI_03551,43,99,Gig-worker,Mass-Affluent
CLI_03552,21,62,Gig-worker,Mass
CLI_03553,63,30,Gig-worker,Mass
CLI_03554,69,93,Gig-worker,Mass
CLI_03555,39,22,Salaried,Mass
CLI_03556,32,75,Salaried,Mass
CLI_03557,73,84,Gig-worker,Mass
CLI_03558,57,29,Unemployed,Mass
CLI_03559,38,115,Business Owner,Mass
CLI_03560,32,41,Unemployed,Private
CLI_03561,39,42,Self-employed,Mass
CLI_03562,69,98,Gig-worker,Mass
CLI_03563,45,65,Self-employed,Mass
CLI_03564,31,31,Unemployed,Mass
CLI_03565,44,30,Salaried,Mass-Affluent
CLI_03566,58,112,Gig-worker,Mass
CLI_03567,57,18,Self-employed,Mass
CLI_03568,45,119,Self-employed,Mass
CLI_03569,43,17,Salaried,Mass-Affluent
CLI_03570,66,38,Gig-worker,Mass
CLI_03571,19,14,Self-employed,Mass
CLI_03572,42,87,Gig-worker,Mass
CLI_03573,73,89,Self-employed,Mass
CLI_03574,20,79,Salaried,Mass
CLI_03575,25,110,Unemployed,Premium
CLI_03576,61,56,Gig-worker,Mass-Affluent
CLI_03577,50,22,Gig-worker,Mass
CLI_03578,59,67,Salaried,Mass
CLI_03579,69,56,Salaried,Mass
CLI_03580,52,119,Gig-worker,Mass
CLI_03581,23,19,Gig-worker,Mass
CLI_03582,56,57,Gig-worker,Mass
CLI_03583,69,44,Salaried,Private
CLI_03584,40,98,Self-employed,Mass
CLI_03585,42,35,Self-employed,Premium
CLI_03586,67,114,Salaried,Mass
CLI_03587,60,1,Gig-worker,Mass
CLI_03588,36,52,Self-employed,Mass
CLI_03589,22,85,Gig-worker,Mass-Affluent
CLI_03590,68,93,Salaried,Mass
CLI_03591,28,70,Self-employed,Mass-Affluent
CLI_03592,73,37,Salaried,Mass-Affluent
CLI_03593,29,65,Salaried,Mass-Affluent
CLI_03594,27,51,Salaried,Mass-Affluent
CLI_03595,25,1,Gig-worker,Mass-Affluent
CLI_03596,41,91,Salaried,Mass-Affluent
CLI_03597,45,21,Unemployed,Mass
CLI_03598,58,53,Salaried,Mass-Affluent
CLI_03599,53,16,Salaried,Premium
CLI_03600,54,108,Gig-worker,Mass
CLI_03601,38,61,Salaried,Premium
CLI_03602,25,54,Gig-worker,Mass
CLI_03603,72,40,Salaried,Mass
CLI_03604,26,26,Salaried,Mass
CLI_03605,64,80,Salaried,Mass
CLI_03606,32,92,Gig-worker,Mass-Affluent
CLI_03607,65,65,Salaried,Premium
CLI_03608,63,100,Self-employed,Mass-Affluent
CLI_03609,57,74,Gig-worker,Private
CLI_03610,35,64,Gig-worker,Mass
CLI_03611,59,43,Gig-worker,Mass
CLI_03612,37,17,Gig-worker,Mass
CLI_03613,23,59,Unemployed,Mass-Affluent
CLI_03614,29,23,Salaried,Mass
CLI_03615,19,7,Salaried,Private
CLI_03616,24,44,Salaried,Mass-Affluent
CLI_03617,33,53,Salaried,Private
CLI_03618,20,71,Salaried,Mass
CLI_03619,62,108,Self-employed,Mass
CLI_03620,20,79,Gig-worker,Mass-Affluent
CLI_03621,44,34,Business Owner,Mass-Affluent
CLI_03622,67,46,Salaried,Mass
CLI_03623,60,109,Salaried,Premium
CLI_03624,57,68,Business Owner,Premium
CLI_03625,55,78,Self-employed,Mass
CLI_03626,50,78,Gig-worker,Mass
CLI_03627,45,16,Gig-worker,Mass
CLI_03628,18,71,Self-employed,Mass
CLI_03629,72,96,Gig-worker,Mass-Affluent
CLI_03630,25,19,Salaried,Mass
CLI_03631,54,2,Self-employed,Mass-Affluent
CLI_03632,49,10,Gig-worker,Mass-Affluent
CLI_03633,65,50,Salaried,Mass
CLI_03634,60,81,Gig-worker,Mass
CLI_03635,54,101,Gig-worker,Mass
CLI_03636,21,12,Unemployed,Mass
CLI_03637,47,70,Salaried,Mass
CLI_03638,23,22,Unemployed,Private
CLI_03639,63,32,Gig-worker,Mass
CLI_03640,71,105,Gig-worker,Mass
CLI_03641,36,84,Salaried,Mass
CLI_03642,49,1,Self-employed,Mass
CLI_03643,26,54,Unemployed,Mass
CLI_03644,29,111,Salaried,Mass-Affluent
CLI_03645,28,117,Salaried,Mass
CLI_03646,63,58,Gig-worker,Private
CLI_03647,72,70,Self-employed,Mass
CLI_03648,33,83,Salaried,Premium
CLI_03649,18,18,Gig-worker,Premium
CLI_03650,62,6,Gig-worker,Mass
CLI_03651,72,45,Salaried,Mass
CLI_03652,70,97,Gig-worker,Mass
CLI_03653,38,23,Salaried,Mass-Affluent
CLI_03654,47,23,Self-employed,Premium
CLI_03655,30,26,Gig-worker,Mass
CLI_03656,51,77,Gig-worker,Mass
CLI_03657,21,7,Salaried,Mass-Affluent
CLI_03658,45,79,Salaried,Private
CLI_03659,55,44,Self-employed,Mass-Affluent
CLI_03660,48,27,Gig-worker,Premium
CLI_03661,72,26,Gig-worker,Mass
CLI_03662,44,97,Gig-worker,Mass-Affluent
CLI_03663,22,79,Gig-worker,Mass-Affluent
CLI_03664,42,36,Salaried,Mass-Affluent
CLI_03665,20,109,Salaried,Mass
CLI_03666,50,55,Salaried,Mass
CLI_03667,21,64,Self-employed,Mass
CLI_03668,42,91,Salaried,Mass
CLI_03669,37,57,Salaried,Mass
CLI_03670,51,69,Self-employed,Mass-Affluent
CLI_03671,43,61,Salaried,Mass
CLI_03672,22,2,Gig-worker,Mass
CLI_03673,52,55,Salaried,Mass-Affluent
CLI_03674,45,97,Salaried,Premium
CLI_03675,46,80,Gig-worker,Mass
CLI_03676,26,87,Salaried,Mass
CLI_03677,69,38,Self-employed,Premium
CLI_03678,55,119,Gig-worker,Premium
CLI_03679,67,80,Salaried,Mass
CLI_03680,23,78,Salaried,Mass
CLI_03681,36,29,Gig-worker,Mass
CLI_03682,61,26,Salaried,Mass-Affluent
CLI_03683,74,35,Salaried,Mass
CLI_03684,28,79,Gig-worker,Mass
CLI_03685,19,67,Self-employed,Mass
CLI_03686,64,87,Gig-worker,Premium
CLI_03687,61,29,Self-employed,Mass
CLI_03688,61,34,Unemployed,Mass
CLI_03689,26,97,Salaried,Private
CLI_03690,38,41,Self-employed,Mass
CLI_03691,41,41,Self-employed,Mass
CLI_03692,51,23,Salaried,Mass-Affluent
CLI_03693,39,71,Business Owner,Mass
CLI_03694,20,3,Salaried,Mass-Affluent
CLI_03695,29,58,Salaried,Mass
CLI_03696,45,32,Self-employed,Mass
CLI_03697,47,31,Gig-worker,Premium
CLI_03698,43,82,Salaried,Mass
CLI_03699,65,43,Salaried,Mass-Affluent
CLI_03700,38,7,Self-employed,Mass
CLI_03701,45,105,Self-employed,Mass
CLI_03702,73,1,Gig-worker,Mass-Affluent
CLI_03703,43,61,Business Owner,Mass
CLI_03704,50,14,Salaried,Mass
CLI_03705,38,52,Salaried,Mass
CLI_03706,52,96,Self-employed,Mass
CLI_03707,69,6,Self-employed,Mass-Affluent
CLI_03708,51,103,Salaried,Mass-Affluent
CLI_03709,58,10,Salaried,Mass-Affluent
CLI_03710,68,71,Self-employed,Mass-Affluent
CLI_03711,64,90,Business Owner,Mass
CLI_03712,35,98,Gig-worker,Mass
CLI_03713,28,30,Salaried,Mass-Affluent
CLI_03714,74,100,Business Owner,Mass
CLI_03715,40,21,Unemployed,Mass
CLI_03716,65,60,Gig-worker,Premium
CLI_03717,39,81,Self-employed,Mass
CLI_03718,34,97,Self-employed,Mass
CLI_03719,22,74,Unemployed,Mass
CLI_03720,61,115,Self-employed,Mass-Affluent
CLI_03721,28,63,Gig-worker,Mass
CLI_03722,47,111,Gig-worker,Mass
CLI_03723,32,42,Gig-worker,Private
CLI_03724,44,51,Gig-worker,Mass-Affluent
CLI_03725,52,64,Self-employed,Mass-Affluent
CLI_03726,50,76,Business Owner,Mass
CLI_03727,37,56,Gig-worker,Mass
CLI_03728,33,80,Gig-worker,Mass
CLI_03729,51,41,Gig-worker,Mass
CLI_03730,19,32,Self-employed,Mass
CLI_03731,52,15,Gig-worker,Mass
CLI_03732,57,62,Salaried,Mass
CLI_03733,73,27,Gig-worker,Mass-Affluent
CLI_03734,45,28,Salaried,Mass-Affluent
CLI_03735,64,81,Salaried,Mass
CLI_03736,56,64,Self-employed,Mass
CLI_03737,23,110,Salaried,Mass
CLI_03738,26,59,Salaried,Mass
CLI_03739,37,114,Salaried,Mass
CLI_03740,18,58,Salaried,Mass
CLI_03741,25,2,Self-employed,Premium
CLI_03742,72,36,Gig-worker,Mass-Affluent
CLI_03743,40,114,Unemployed,Mass-Affluent
CLI_03744,20,71,Salaried,Premium
CLI_03745,21,13,Salaried,Mass-Affluent
CLI_03746,42,15,Salaried,Mass-Affluent
CLI_03747,64,89,Self-employed,Mass
CLI_03748,55,87,Gig-worker,Mass
CLI_03749,32,60,Unemployed,Mass-Affluent
CLI_03750,38,22,Gig-worker,Mass
CLI_03751,52,63,Gig-worker,Mass-Affluent
CLI_03752,74,90,Self-employed,Premium
CLI_03753,70,97,Unemployed,Mass-Affluent
CLI_03754,70,75,Salaried,Mass
CLI_03755,63,74,Salaried,Mass
CLI_03756,69,25,Gig-worker,Mass-Affluent
CLI_03757,31,101,Gig-worker,Private
CLI_03758,53,48,Business Owner,Mass
CLI_03759,29,43,Gig-worker,Mass-Affluent
CLI_03760,34,117,Salaried,Premium
CLI_03761,56,38,Business Owner,Mass
CLI_03762,26,41,Self-employed,Mass-Affluent
CLI_03763,52,45,Salaried,Mass
CLI_03764,30,88,Unemployed,Mass
CLI_03765,32,40,Salaried,Mass
CLI_03766,35,110,Salaried,Mass-Affluent
CLI_03767,68,97,Unemployed,Mass-Affluent
CLI_03768,50,17,Gig-worker,Mass
CLI_03769,23,88,Salaried,Premium
CLI_03770,44,101,Salaried,Mass-Affluent
CLI_03771,40,57,Self-employed,Mass-Affluent
CLI_03772,44,2,Salaried,Mass
CLI_03773,51,96,Gig-worker,Mass
CLI_03774,73,62,Self-employed,Mass
CLI_03775,63,88,Salaried,Premium
CLI_03776,55,9,Self-employed,Mass
CLI_03777,31,68,Unemployed,Private
CLI_03778,53,81,Gig-worker,Mass-Affluent
CLI_03779,70,17,Salaried,Mass-Affluent
CLI_03780,25,117,Salaried,Mass-Affluent
CLI_03781,52,50,Gig-worker,Mass
CLI_03782,36,112,Unemployed,Mass-Affluent
CLI_03783,47,94,Salaried,Mass
CLI_03784,31,40,Salaried,Mass-Affluent
CLI_03785,37,58,Gig-worker,Mass-Affluent
CLI_03786,66,75,Gig-worker,Mass-Affluent
CLI_03787,42,85,Salaried,Mass-Affluent
CLI_03788,57,21,Self-employed,Mass
CLI_03789,41,18,Salaried,Mass
CLI_03790,31,55,Self-employed,Mass-Affluent
CLI_03791,43,29,Gig-worker,Mass
CLI_03792,55,24,Gig-worker,Mass
CLI_03793,40,74,Salaried,Mass
CLI_03794,39,109,Self-employed,Mass
CLI_03795,65,17,Salaried,Mass
CLI_03796,74,18,Salaried,Mass-Affluent
CLI_03797,36,42,Gig-worker,Mass-Affluent
CLI_03798,63,112,Self-employed,Mass
CLI_03799,68,84,Salaried,Premium
