application_id,client_id,branch_id,age,segment,employment_type,account_age_months,requested_amount,status,rejection_reason,recommended_action
APP_002672,CLI_01953,BR_022,34,Premium,Self-employed,23,6034.55,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002673,CLI_04701,BR_044,29,Mass,Business Owner,14,33407.31,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002674,CLI_00263,BR_017,25,Mass,Salaried,50,15271.18,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002675,CLI_00661,BR_016,61,Mass,Salaried,19,47617.92,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002677,CLI_02920,BR_039,60,Mass,Salaried,86,22038.88,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002678,CLI_04918,BR_035,62,Mass,Gig-worker,37,34225.9,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002680,CLI_02073,BR_032,70,Mass,Salaried,52,24302.38,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002684,CLI_04778,BR_046,69,Mass,Gig-worker,93,9580.43,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002687,CLI_03718,BR_005,34,Mass,Self-employed,97,48596.28,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002688,CLI_04735,BR_028,61,Mass-Affluent,Self-employed,102,31987.47,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002692,CLI_04686,BR_042,47,Mass,Salaried,95,8132.55,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002694,CLI_01005,BR_040,34,Mass-Affluent,Self-employed,96,2616.22,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002695,CLI_01313,BR_018,18,Mass,Gig-worker,55,23778.65,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002696,CLI_02026,BR_038,46,Mass,Unemployed,90,5067.21,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002700,CLI_03672,BR_047,22,Mass,Gig-worker,2,32144.84,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002704,CLI_01605,BR_022,36,Mass,Unemployed,67,45832.29,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002706,CLI_04000,BR_025,62,Mass,Self-employed,14,49153.03,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002707,CLI_04589,BR_041,58,Mass-Affluent,Gig-worker,7,29215.55,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002712,CLI_04720,BR_025,25,Mass,Business Owner,55,3605.49,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002713,CLI_02673,BR_021,51,Mass,Salaried,109,29369.51,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002717,CLI_04433,BR_028,72,Mass-Affluent,Gig-worker,56,34978.91,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002721,CLI_04912,BR_040,44,Mass,Salaried,84,7732.47,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002723,CLI_04443,BR_049,47,Mass-Affluent,Salaried,79,32034.87,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002724,CLI_04648,BR_010,41,Premium,Unemployed,9,48841.6,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002726,CLI_01931,BR_015,27,Mass,Gig-worker,70,7992.68,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002729,CLI_01527,BR_008,63,Mass-Affluent,Self-employed,17,23894.32,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002730,CLI_00057,BR_006,59,Mass,Gig-worker,40,16758.92,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002732,CLI_03148,BR_050,57,Mass,Self-employed,42,13765.64,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002733,CLI_03538,BR_024,29,Mass,Salaried,65,20656.84,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002736,CLI_00386,BR_036,32,Mass,Business Owner,28,46288.53,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002738,CLI_02888,BR_013,71,Mass,Self-employed,111,22515.1,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002739,CLI_02720,BR_011,50,Mass-Affluent,Self-employed,58,25712.41,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002740,CLI_00260,BR_008,65,Mass-Affluent,Salaried,59,7128.61,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002741,CLI_04489,BR_046,51,Mass-Affluent,Gig-worker,8,37596.37,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002747,CLI_03578,BR_001,59,Mass,Salaried,67,14026.43,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002748,CLI_03158,BR_011,49,Mass,Self-employed,2,33701.55,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002749,CLI_02759,BR_006,25,Mass,Self-employed,87,46294.3,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002750,CLI_00477,BR_032,22,Mass,Salaried,65,46003.36,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002753,CLI_01262,BR_037,55,Mass,Gig-worker,119,43740.95,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002754,CLI_01583,BR_029,38,Mass-Affluent,Gig-worker,76,33231.15,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002756,CLI_04826,BR_022,61,Mass,Gig-worker,36,10175.27,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002757,CLI_03571,BR_046,19,Mass,Self-employed,14,6693.99,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002759,CLI_00749,BR_019,70,Mass,Salaried,45,37951.06,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002760,CLI_04812,BR_005,31,Mass,Salaried,35,12556.31,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002764,CLI_02210,BR_038,40,Mass,Salaried,43,9292.28,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002765,CLI_04064,BR_009,33,Mass-Affluent,Business Owner,86,3158.37,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002767,CLI_01109,BR_018,23,Mass,Self-employed,38,34276.04,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002770,CLI_00076,BR_044,49,Mass,Salaried,69,8174.19,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002771,CLI_02729,BR_002,21,Mass,Gig-worker,113,10588.77,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002772,CLI_00473,BR_045,54,Mass,Self-employed,46,20260.82,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002775,CLI_00838,BR_035,18,Mass-Affluent,Gig-worker,59,18098.67,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002780,CLI_00232,BR_047,69,Mass,Business Owner,119,40995.38,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002782,CLI_00950,BR_012,64,Mass,Unemployed,56,16159.25,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002786,CLI_01308,BR_004,63,Mass,Salaried,71,3202.86,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002789,CLI_02780,BR_032,25,Mass-Affluent,Unemployed,111,45963.28,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002792,CLI_01692,BR_004,40,Mass,Business Owner,109,45292.52,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002795,CLI_02863,BR_024,31,Mass,Salaried,104,43431.37,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002797,CLI_02559,BR_003,61,Mass,Salaried,83,16906.23,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002798,CLI_00918,BR_004,44,Mass,Gig-worker,53,21524.85,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002800,CLI_00162,BR_006,41,Mass-Affluent,Self-employed,112,15717.63,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002802,CLI_02812,BR_030,69,Mass,Salaried,41,4620.72,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002805,CLI_01099,BR_016,43,Mass,Self-employed,33,15372.85,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002808,CLI_00123,BR_028,58,Mass-Affluent,Salaried,21,10482.35,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002809,CLI_02701,BR_032,56,Mass-Affluent,Gig-worker,33,40613.95,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002815,CLI_04026,BR_009,36,Mass,Gig-worker,85,1431.64,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002816,CLI_03655,BR_040,30,Mass,Gig-worker,26,27036.19,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002819,CLI_04776,BR_004,66,Mass,Self-employed,67,29093.94,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002821,CLI_04427,BR_026,56,Mass,Unemployed,114,43165.58,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002823,CLI_02153,BR_003,50,Mass,Salaried,85,41270.65,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002825,CLI_04889,BR_009,46,Mass,Salaried,41,44640.22,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002830,CLI_03122,BR_009,67,Mass,Gig-worker,5,17376.12,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002840,CLI_04225,BR_038,61,Mass,Salaried,5,20533.57,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002848,CLI_01440,BR_045,54,Mass,Salaried,94,44490.21,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002857,CLI_02242,BR_049,52,Premium,Salaried,37,45306.79,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002858,CLI_04153,BR_043,55,Private,Salaried,53,31456.79,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002859,CLI_03697,BR_033,47,Premium,Gig-worker,31,43632.39,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002861,CLI_03828,BR_008,31,Mass,Salaried,26,33234.77,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002863,CLI_04213,BR_011,68,Mass-Affluent,Salaried,90,9535.9,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002867,CLI_04068,BR_020,34,Mass,Salaried,94,20857.07,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002870,CLI_02052,BR_013,22,Mass-Affluent,Salaried,28,2920.28,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002872,CLI_00023,BR_043,24,Mass,Self-employed,111,5922.86,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002875,CLI_00602,BR_042,29,Mass,Salaried,118,37368.9,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002877,CLI_01843,BR_020,52,Mass-Affluent,Salaried,111,38434.83,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002880,CLI_02663,BR_016,53,Mass,Self-employed,36,16865.0,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002883,CLI_02640,BR_032,26,Mass,Self-employed,99,43593.67,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002887,CLI_03826,BR_035,69,Mass-Affluent,Gig-worker,26,41425.0,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002889,CLI_01683,BR_031,31,Mass-Affluent,Gig-worker,61,27470.24,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002890,CLI_04797,BR_042,71,Mass-Affluent,Salaried,77,3536.6,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002893,CLI_04761,BR_025,27,Mass,Salaried,34,1965.0,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002896,CLI_01419,BR_030,63,Mass,Salaried,28,17957.79,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002897,CLI_02501,BR_030,41,Mass-Affluent,Salaried,42,43535.71,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002898,CLI_02668,BR_029,22,Mass-Affluent,Salaried,1,48024.18,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002899,CLI_01387,BR_041,66,Mass,Unemployed,42,47220.09,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002902,CLI_04835,BR_017,45,Mass,Salaried,66,15161.39,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002906,CLI_03013,BR_040,51,Private,Self-employed,112,5838.59,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002908,CLI_04328,BR_038,25,Mass,Self-employed,95,28580.14,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002909,CLI_03183,BR_003,61,Premium,Gig-worker,109,43290.3,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002911,CLI_04002,BR_042,56,Mass-Affluent,Gig-worker,14,29123.36,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002912,CLI_03560,BR_007,32,Private,Unemployed,41,22596.83,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002914,CLI_02687,BR_014,27,Private,Self-employed,33,47764.68,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002916,CLI_01657,BR_004,40,Mass,Gig-worker,113,22864.72,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002921,CLI_00297,BR_025,34,Mass,Salaried,29,12449.15,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002923,CLI_04366,BR_050,66,Mass,Gig-worker,39,43712.06,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002924,CLI_03262,BR_044,31,Mass,Salaried,26,25756.0,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002927,CLI_01077,BR_007,74,Mass,Gig-worker,22,6185.69,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002932,CLI_04325,BR_048,66,Mass,Salaried,12,41981.45,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002933,CLI_00721,BR_039,74,Mass,Salaried,29,13562.88,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002935,CLI_04377,BR_001,32,Private,Salaried,39,2554.93,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002937,CLI_04056,BR_026,37,Mass,Salaried,93,16267.11,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002938,CLI_01107,BR_006,20,Mass-Affluent,Unemployed,20,22732.47,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002939,CLI_03933,BR_042,36,Mass-Affluent,Salaried,20,41113.7,Denied,Score - Forgotten Micro-Debt,Credit Recovery - Micro-settlement
APP_002943,CLI_02006,BR_035,23,Mass,Business Owner,99,25145.35,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002945,CLI_04603,BR_009,73,Premium,Gig-worker,100,19349.32,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002950,CLI_00953,BR_009,60,Mass-Affluent,Salaried,104,49226.63,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002954,CLI_04199,BR_005,49,Mass,Self-employed,76,23260.64,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002960,CLI_03642,BR_006,49,Mass,Self-employed,1,19259.93,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002962,CLI_03091,BR_043,60,Mass,Gig-worker,105,49942.0,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002964,CLI_00762,BR_008,64,Mass,Salaried,96,13140.76,Denied,Document Error - Expired or Illegible ID,Fast Update - Request New ID
APP_002966,CLI_00886,BR_037,34,Mass,Salaried,2,40292.12,Denied,Registry Error - Data Mismatch with Tax Authority,Fast Update - ID Verification
APP_002971,CLI_01469,BR_018,24,Mass,Gig-worker,80,13592.59,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002972,CLI_00010,BR_026,41,Mass,Gig-worker,19,16025.44,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002975,CLI_00744,BR_022,44,Mass,Gig-worker,29,35822.7,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002976,CLI_02429,BR_046,49,Premium,Gig-worker,3,46905.43,Denied,Income - Missing Tax Return,Income Proof - Request Tax Return
APP_002981,CLI_01355,BR_012,66,Mass-Affluent,Self-employed,96,32528.83,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002982,CLI_02481,BR_023,48,Mass,Self-employed,12,49100.71,Denied,Score - Disabled Positive Credit Registry,Credit Recovery - BACEN Education Journey
APP_002984,CLI_01187,BR_011,72,Mass,Gig-worker,98,15540.64,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002985,CLI_04088,BR_042,38,Mass,Gig-worker,17,18756.02,Denied,Income - Gig Worker with Inconsistent Cash Flow,Income Proof - Open Finance Connect
APP_002989,CLI_02864,BR_029,26,Mass-Affluent,Unemployed,96,32472.61,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
APP_002992,CLI_03091,BR_016,60,Mass,Gig-worker,105,35718.09,Denied,Policy - Debt-to-Income (DTI) > 30%,Restructuring - Add Co-signer or Increase Term
